ID,File_Name,Language,Component,Vulnerability,CWE,Line_Number,CVSS,Severity,Risk_Score,Detection_Status,Remediation
V1052,upload.py,Java,Configuration,Insecure Cryptography,CWE-327,1437,9.3,Critical,13.95,Detected,Fixed
V1053,payment.py,JavaScript,Payment,Insecure Cryptography,CWE-327,1229,3.5,Low,2.45,Missed,Fixed
V1054,login.c,C,API,Command Injection,CWE-78,1256,8,High,9.6,Detected,Fixed
V1055,user.c,JavaScript,User Management,Hardcoded Credentials,CWE-798,628,5.5,Medium,5.5,Detected,Fixed
V1056,session.js,C++,Authentication,Path Traversal,CWE-22,307,7.4,High,8.88,Detected,Fixed
V1057,auth.java,Python,Configuration,Insecure Cryptography,CWE-327,1479,3.5,Low,2.45,Missed,Fixed
V1058,upload.c,C,File Upload,Sensitive Data Exposure,CWE-200,501,9.1,Critical,13.65,Detected,Fixed
V1059,user.c,Java,User Management,Buffer Overflow,CWE-120,1084,2.4,Low,1.68,Detected,Pending
V1060,database.java,PHP,Session Management,Command Injection,CWE-78,131,3.8,Low,2.66,Detected,Pending
V1061,payment.js,PHP,Authentication,Insecure API,CWE-639,54,4.1,Medium,4.1,Missed,Pending
V1062,admin.php,C,Authentication,SQL Injection,CWE-89,790,8.1,High,9.72,Detected,Fixed
V1063,upload.c,C++,User Management,Insecure Cryptography,CWE-327,605,5.1,Medium,5.1,Detected,Pending
V1064,checkout.py,C,User Management,Insecure Cryptography,CWE-327,1388,4.2,Medium,4.2,Detected,Fixed
V1065,admin.js,Java,Authentication,Path Traversal,CWE-22,1107,2.6,Low,1.82,Missed,Fixed
V1066,config.py,C++,Configuration,Buffer Overflow,CWE-120,76,6,Medium,6,Detected,Fixed
V1067,search.py,C++,File Upload,SQL Injection,CWE-89,900,5.6,Medium,5.6,Detected,Pending
V1068,download.js,Python,Authentication,Sensitive Data Exposure,CWE-200,452,9.9,Critical,14.85,Missed,Fixed
V1069,payment.c,JavaScript,User Management,Buffer Overflow,CWE-120,1268,3.1,Low,2.17,Detected,Fixed
V1070,user.java,C,File Upload,Cross-Site Scripting,CWE-79,453,8.7,High,10.44,Missed,Fixed
V1071,payment.js,Python,Database,Buffer Overflow,CWE-120,1320,2.2,Low,1.54,Detected,Fixed
V1072,api.js,PHP,API,Insecure API,CWE-639,923,8.2,High,9.84,Missed,Pending
V1073,download.cpp,Python,Authentication,Insecure Cryptography,CWE-327,1130,3.8,Low,2.66,Missed,Pending
V1074,upload.js,C,Session Management,Cross-Site Scripting,CWE-79,1432,3.1,Low,2.17,Detected,Pending
V1075,database.cpp,C,Session Management,Path Traversal,CWE-22,515,3.5,Low,2.45,Detected,Pending
V1076,download.js,C,Configuration,Path Traversal,CWE-22,569,3.7,Low,2.59,Detected,Fixed
V1077,user.cpp,C,File Upload,Insecure Cryptography,CWE-327,1079,9.5,Critical,14.25,Detected,Fixed
V1078,user.php,C++,User Management,Command Injection,CWE-78,558,9.9,Critical,14.85,Detected,Fixed
V1079,upload.cpp,JavaScript,API,Command Injection,CWE-78,1000,4.5,Medium,4.5,Detected,Fixed
V1080,auth.php,Java,API,Weak Authentication,CWE-287,827,3.1,Low,2.17,Detected,Pending
V1081,checkout.java,PHP,Authentication,Cross-Site Scripting,CWE-79,344,7.3,High,8.76,Detected,Pending
V1082,auth.c,C++,API,Hardcoded Credentials,CWE-798,471,6.7,Medium,6.7,Detected,Fixed
V1083,config.java,Java,Authentication,Sensitive Data Exposure,CWE-200,886,4.8,Medium,4.8,Detected,Pending
V1084,server.py,C++,Configuration,SQL Injection,CWE-89,473,8.5,High,10.2,Missed,Fixed
V1085,session.php,Java,User Management,Sensitive Data Exposure,CWE-200,1346,4.3,Medium,4.3,Detected,Pending
V1086,user.js,Python,Configuration,Weak Authentication,CWE-287,1314,8.8,High,10.56,Detected,Fixed
V1087,session.cpp,PHP,User Management,Sensitive Data Exposure,CWE-200,1360,3.1,Low,2.17,Detected,Fixed
V1088,server.java,C++,Payment,Buffer Overflow,CWE-120,84,8.9,High,10.68,Detected,Pending
V1089,download.c,C,Configuration,Weak Authentication,CWE-287,561,2.5,Low,1.75,Detected,Pending
V1090,session.c,Java,Payment,Insecure API,CWE-639,1206,5.5,Medium,5.5,Detected,Pending
V1091,database.c,PHP,User Management,Insecure Cryptography,CWE-327,349,7.4,High,8.88,Detected,Pending
V1092,session.php,Python,Authentication,Command Injection,CWE-78,285,3.6,Low,2.52,Detected,Pending
V1093,auth.php,Java,Database,SQL Injection,CWE-89,1349,9.5,Critical,14.25,Detected,Fixed
V1094,profile.js,PHP,API,Insecure Cryptography,CWE-327,203,5,Medium,5,Missed,Pending
V1095,user.cpp,Python,API,Cross-Site Scripting,CWE-79,754,7,High,8.4,Detected,Fixed
V1096,checkout.js,JavaScript,Database,SQL Injection,CWE-89,1107,3.5,Low,2.45,Detected,Pending
V1097,session.java,JavaScript,Payment,Buffer Overflow,CWE-120,556,7.3,High,8.76,Detected,Fixed
V1098,profile.js,C++,Session Management,Insecure Cryptography,CWE-327,101,7.9,High,9.48,Detected,Fixed
V1099,auth.php,JavaScript,Authentication,Cross-Site Scripting,CWE-79,402,6,Medium,6,Detected,Pending
V1100,auth.java,PHP,Database,Command Injection,CWE-78,329,8.9,High,10.68,Detected,Pending
V1101,profile.c,PHP,Configuration,Insecure API,CWE-639,261,8.7,High,10.44,Detected,Fixed
V1102,database.cpp,Python,Authentication,SQL Injection,CWE-89,1230,9.9,Critical,14.85,Detected,Fixed
V1103,search.java,PHP,Authentication,Path Traversal,CWE-22,179,7.3,High,8.76,Missed,Pending
V1104,login.cpp,Python,User Management,Cross-Site Scripting,CWE-79,582,7.1,High,8.52,Detected,Fixed
V1105,upload.php,Java,Authentication,Weak Authentication,CWE-287,33,2.4,Low,1.68,Detected,Pending
V1106,payment.php,JavaScript,Payment,Sensitive Data Exposure,CWE-200,941,3.5,Low,2.45,Detected,Pending
V1107,download.php,Python,Database,Command Injection,CWE-78,305,2.3,Low,1.61,Detected,Pending
V1108,user.java,Python,File Upload,Path Traversal,CWE-22,56,8.8,High,10.56,Detected,Fixed
V1109,user.cpp,Python,Database,Cross-Site Scripting,CWE-79,527,5.4,Medium,5.4,Detected,Fixed
V1110,auth.js,Python,Configuration,Buffer Overflow,CWE-120,699,8.5,High,10.2,Missed,Pending
V1111,login.java,C++,Configuration,Command Injection,CWE-78,1400,3.2,Low,2.24,Detected,Pending
V1112,profile.py,C++,Authentication,Hardcoded Credentials,CWE-798,243,5.2,Medium,5.2,Detected,Pending
V1113,upload.cpp,Python,Payment,Command Injection,CWE-78,168,7.8,High,9.36,Detected,Fixed
V1114,profile.py,PHP,Authentication,Command Injection,CWE-78,1478,2.5,Low,1.75,Missed,Fixed
V1115,upload.cpp,Python,Configuration,Cross-Site Scripting,CWE-79,1455,4.6,Medium,4.6,Detected,Fixed
V1116,server.cpp,C++,User Management,Hardcoded Credentials,CWE-798,888,8.2,High,9.84,Missed,Fixed
V1117,server.py,C,API,Hardcoded Credentials,CWE-798,1457,8.7,High,10.44,Missed,Fixed
V1118,api.java,PHP,File Upload,Insecure API,CWE-639,913,9,Critical,13.5,Detected,Fixed
V1119,upload.php,JavaScript,Session Management,Insecure API,CWE-639,893,9.6,Critical,14.4,Detected,Fixed
V1120,config.java,PHP,Payment,Command Injection,CWE-78,108,5.1,Medium,5.1,Missed,Pending
V1121,login.c,C++,Authentication,Insecure Cryptography,CWE-327,857,9.6,Critical,14.4,Detected,Fixed
V1122,download.js,C,Session Management,Weak Authentication,CWE-287,1217,7.6,High,9.12,Detected,Fixed
V1123,api.cpp,C++,Authentication,Weak Authentication,CWE-287,131,5.4,Medium,5.4,Detected,Pending
V1124,database.js,Java,Session Management,Buffer Overflow,CWE-120,568,5.1,Medium,5.1,Detected,Fixed
V1125,session.c,C++,File Upload,Weak Authentication,CWE-287,1190,3.7,Low,2.59,Detected,Pending
V1126,auth.py,JavaScript,User Management,Weak Authentication,CWE-287,585,8,High,9.6,Missed,Pending
V1127,database.java,Java,Database,Command Injection,CWE-78,946,5.6,Medium,5.6,Detected,Fixed
V1128,auth.java,C,Database,Path Traversal,CWE-22,752,5.6,Medium,5.6,Missed,Fixed
V1129,admin.java,PHP,Payment,SQL Injection,CWE-89,177,2.7,Low,1.89,Detected,Fixed
V1130,auth.cpp,Java,API,Cross-Site Scripting,CWE-79,389,4.9,Medium,4.9,Detected,Pending
V1131,database.cpp,C,Authentication,SQL Injection,CWE-89,287,9.2,Critical,13.8,Detected,Fixed
V1132,checkout.cpp,JavaScript,User Management,Buffer Overflow,CWE-120,659,6.4,Medium,6.4,Detected,Pending
V1133,checkout.py,C,API,SQL Injection,CWE-89,357,2.2,Low,1.54,Detected,Pending
V1134,database.php,JavaScript,API,Cross-Site Scripting,CWE-79,567,5.1,Medium,5.1,Detected,Fixed
V1135,user.py,C,API,Sensitive Data Exposure,CWE-200,1072,2.9,Low,2.03,Detected,Fixed
V1136,auth.php,C,User Management,Cross-Site Scripting,CWE-79,415,4.2,Medium,4.2,Detected,Pending
V1137,upload.c,JavaScript,Configuration,Insecure API,CWE-639,1366,7.8,High,9.36,Detected,Fixed
V1138,server.php,Python,Database,Command Injection,CWE-78,55,5,Medium,5,Missed,Pending
V1139,session.c,JavaScript,Database,Buffer Overflow,CWE-120,1060,7.1,High,8.52,Detected,Fixed
V1140,profile.js,JavaScript,API,SQL Injection,CWE-89,38,6,Medium,6,Missed,Pending
V1141,admin.js,PHP,Database,Insecure API,CWE-639,164,8.5,High,10.2,Detected,Pending
V1142,download.py,Python,Authentication,Buffer Overflow,CWE-120,415,6.7,Medium,6.7,Detected,Pending
V1143,database.cpp,JavaScript,Payment,SQL Injection,CWE-89,1174,3.4,Low,2.38,Detected,Pending
V1144,search.py,C++,File Upload,Hardcoded Credentials,CWE-798,743,9.5,Critical,14.25,Detected,Fixed
V1145,session.cpp,Python,API,Buffer Overflow,CWE-120,1290,2.4,Low,1.68,Detected,Pending
V1146,profile.java,Java,Payment,Command Injection,CWE-78,695,2.7,Low,1.89,Detected,Pending
V1147,auth.java,Java,Authentication,SQL Injection,CWE-89,1298,8.7,High,10.44,Missed,Pending
V1148,search.java,C,Payment,Insecure API,CWE-639,1123,5.4,Medium,5.4,Missed,Pending
V1149,login.py,Python,User Management,Command Injection,CWE-78,1253,7.7,High,9.24,Detected,Fixed
V1150,server.py,C,Database,Weak Authentication,CWE-287,431,7.9,High,9.48,Detected,Pending
V1151,download.js,PHP,API,SQL Injection,CWE-89,671,9.9,Critical,14.85,Detected,Fixed
V1152,upload.cpp,JavaScript,Payment,Insecure API,CWE-639,322,9.7,Critical,14.55,Detected,Fixed
V1153,checkout.java,C++,Database,Weak Authentication,CWE-287,956,3.1,Low,2.17,Detected,Pending
V1154,database.php,C++,API,SQL Injection,CWE-89,1234,7.3,High,8.76,Detected,Fixed
V1155,server.py,JavaScript,Authentication,Buffer Overflow,CWE-120,979,2.3,Low,1.61,Missed,Pending
V1156,upload.c,JavaScript,API,Insecure Cryptography,CWE-327,1242,6,Medium,6,Detected,Fixed
V1157,admin.php,Java,User Management,Weak Authentication,CWE-287,399,8.3,High,9.96,Missed,Pending
V1158,session.py,C++,Configuration,Weak Authentication,CWE-287,1371,5,Medium,5,Detected,Pending
V1159,payment.c,Python,Configuration,Buffer Overflow,CWE-120,524,9.6,Critical,14.4,Missed,Fixed
V1160,auth.php,C++,Session Management,Hardcoded Credentials,CWE-798,1054,7.3,High,8.76,Detected,Fixed
V1161,config.cpp,C++,Database,Hardcoded Credentials,CWE-798,205,5.5,Medium,5.5,Detected,Pending
V1162,payment.java,PHP,Payment,Hardcoded Credentials,CWE-798,966,8.7,High,10.44,Detected,Fixed
V1163,payment.py,Python,Authentication,Weak Authentication,CWE-287,364,8.4,High,10.08,Detected,Pending
V1164,search.php,PHP,Session Management,Hardcoded Credentials,CWE-798,1003,5.4,Medium,5.4,Detected,Pending
V1165,download.cpp,Java,Database,Insecure API,CWE-639,599,4.6,Medium,4.6,Missed,Pending
V1166,checkout.py,JavaScript,Authentication,Sensitive Data Exposure,CWE-200,758,6.5,Medium,6.5,Missed,Fixed
V1167,search.c,Java,Payment,Hardcoded Credentials,CWE-798,66,8.9,High,10.68,Detected,Fixed
V1168,checkout.java,JavaScript,File Upload,SQL Injection,CWE-89,1065,6.7,Medium,6.7,Detected,Pending
V1169,api.cpp,PHP,Configuration,Buffer Overflow,CWE-120,743,7.2,High,8.64,Missed,Fixed
V1170,auth.js,PHP,Authentication,Weak Authentication,CWE-287,911,8.1,High,9.72,Missed,Fixed
V1171,session.py,JavaScript,API,Weak Authentication,CWE-287,1368,7.5,High,9,Detected,Fixed
V1172,session.php,C++,User Management,Sensitive Data Exposure,CWE-200,958,8.9,High,10.68,Detected,Pending
V1173,profile.php,JavaScript,File Upload,Command Injection,CWE-78,523,2.8,Low,1.96,Detected,Pending
V1174,checkout.js,C,File Upload,SQL Injection,CWE-89,845,6.9,Medium,6.9,Detected,Fixed
V1175,config.cpp,Python,Session Management,Cross-Site Scripting,CWE-79,505,3.9,Low,2.73,Detected,Pending
V1176,download.php,PHP,Payment,Command Injection,CWE-78,1332,5.8,Medium,5.8,Detected,Fixed
V1177,config.js,JavaScript,Session Management,Hardcoded Credentials,CWE-798,741,4.3,Medium,4.3,Detected,Pending
V1178,config.js,PHP,API,Sensitive Data Exposure,CWE-200,833,9.3,Critical,13.95,Missed,Fixed
V1179,checkout.cpp,C,File Upload,Hardcoded Credentials,CWE-798,723,5.2,Medium,5.2,Detected,Pending
V1180,download.py,PHP,Configuration,Hardcoded Credentials,CWE-798,1112,6.5,Medium,6.5,Detected,Pending
V1181,checkout.cpp,C,Database,Sensitive Data Exposure,CWE-200,876,2.6,Low,1.82,Missed,Pending
V1182,config.java,C,API,SQL Injection,CWE-89,579,9.5,Critical,14.25,Detected,Fixed
V1183,config.php,Java,File Upload,Insecure Cryptography,CWE-327,508,7.9,High,9.48,Detected,Fixed
V1184,api.js,C++,Database,SQL Injection,CWE-89,778,5.8,Medium,5.8,Detected,Fixed
V1185,login.js,C++,Database,Weak Authentication,CWE-287,22,3.5,Low,2.45,Missed,Fixed
V1186,server.php,JavaScript,File Upload,Hardcoded Credentials,CWE-798,84,7.8,High,9.36,Detected,Pending
V1187,search.js,PHP,Payment,SQL Injection,CWE-89,172,6.9,Medium,6.9,Detected,Fixed
V1188,login.py,C,User Management,Path Traversal,CWE-22,680,2.5,Low,1.75,Missed,Fixed
V1189,download.java,Java,API,Insecure Cryptography,CWE-327,623,2.4,Low,1.68,Detected,Pending
V1190,server.c,C++,User Management,Weak Authentication,CWE-287,840,5.6,Medium,5.6,Missed,Pending
V1191,search.java,C,Payment,Insecure Cryptography,CWE-327,263,3.4,Low,2.38,Detected,Pending
V1192,api.py,C,Payment,Insecure API,CWE-639,1500,5.9,Medium,5.9,Detected,Pending
V1193,database.java,C,Authentication,Insecure Cryptography,CWE-327,1041,9.9,Critical,14.85,Missed,Pending
V1194,user.java,C++,Database,Command Injection,CWE-78,60,3.8,Low,2.66,Detected,Pending
V1195,admin.php,C++,User Management,Insecure Cryptography,CWE-327,1097,7.7,High,9.24,Detected,Pending
V1196,api.php,C,Payment,SQL Injection,CWE-89,1217,3.2,Low,2.24,Detected,Pending
V1197,admin.java,C,Configuration,Command Injection,CWE-78,597,6.2,Medium,6.2,Detected,Pending
V1198,admin.php,PHP,API,Insecure API,CWE-639,18,8.6,High,10.32,Detected,Pending
V1199,api.php,PHP,User Management,Cross-Site Scripting,CWE-79,289,3,Low,2.1,Detected,Fixed
V1200,search.c,JavaScript,Session Management,SQL Injection,CWE-89,1322,8.6,High,10.32,Missed,Pending
